Image Path,Caption
/home/harshabommana/idd20kII/leftImg8bit/train/204/frame14337_leftImg8bit.jpg,a motorcycle is riding down a road with trees and bushes
/home/harshabommana/idd20kII/leftImg8bit/train/204/frame9497_leftImg8bit.jpg,a truck driving down a road with other trucks
/home/harshabommana/idd20kII/leftImg8bit/train/204/frame0791_leftImg8bit.jpg,a truck driving down a road with a few cars
/home/harshabommana/idd20kII/leftImg8bit/train/204/frame9257_leftImg8bit.jpg,a road with trucks and other vehicles on it
/home/harshabommana/idd20kII/leftImg8bit/train/204/frame0221_leftImg8bit.jpg,a motorcyclist rides down a road in india
/home/harshabommana/idd20kII/leftImg8bit/train/204/frame11964_leftImg8bit.jpg,a road with cars driving down it
/home/harshabommana/idd20kII/leftImg8bit/train/204/frame2297_leftImg8bit.jpg,a man standing on the side of the road in a rural area
/home/harshabommana/idd20kII/leftImg8bit/train/204/frame1997_leftImg8bit.jpg,a busy street with trucks and cars driving down it
/home/harshabommana/idd20kII/leftImg8bit/train/204/frame0066_leftImg8bit.jpg,a car driving down a road with a sign on it
/home/harshabommana/idd20kII/leftImg8bit/train/204/frame13191_leftImg8bit.jpg,a truck driving down a road with trees on both sides
/home/harshabommana/idd20kII/leftImg8bit/train/204/frame10355_leftImg8bit.jpg,a motorcyclist rides down a road in the forest
/home/harshabommana/idd20kII/leftImg8bit/train/204/frame12428_leftImg8bit.jpg,a long road with many cars and trucks on it
/home/harshabommana/idd20kII/leftImg8bit/train/204/frame5027_leftImg8bit.jpg,a car driving down a road with a motorcycle behind it
/home/harshabommana/idd20kII/leftImg8bit/train/204/frame15700_leftImg8bit.jpg,a truck driving down a road with a sign on it
/home/harshabommana/idd20kII/leftImg8bit/train/204/frame2567_leftImg8bit.jpg,a view of a road with trucks and people walking
/home/harshabommana/idd20kII/leftImg8bit/train/204/frame0397_leftImg8bit.jpg,a view of a road with trucks and cars
/home/harshabommana/idd20kII/leftImg8bit/train/354/frame0916_leftImg8bit.jpg,a man riding a motorcycle on the side of a road
/home/harshabommana/idd20kII/leftImg8bit/train/354/frame0373_leftImg8bit.jpg,a car driving down a road with trees on either side
/home/harshabommana/idd20kII/leftImg8bit/train/354/frame1359_leftImg8bit.jpg,a person riding a motorcycle on the side of the road
/home/harshabommana/idd20kII/leftImg8bit/train/354/frame0011_leftImg8bit.jpg,a long empty road with trees and power lines
/home/harshabommana/idd20kII/leftImg8bit/train/326/frame2116_leftImg8bit.jpg,a lake with birds flying over it
/home/harshabommana/idd20kII/leftImg8bit/train/326/frame1981_leftImg8bit.jpg,the sun shines brightly over a body of water
/home/harshabommana/idd20kII/leftImg8bit/train/326/frame2506_leftImg8bit.jpg,a lake with a bird standing on the shore
/home/harshabommana/idd20kII/leftImg8bit/train/326/frame2071_leftImg8bit.jpg,a view of the lake from the beach
/home/harshabommana/idd20kII/leftImg8bit/train/326/frame2446_leftImg8bit.jpg,a lake with a sun shining over it
/home/harshabommana/idd20kII/leftImg8bit/train/298/frame1305_leftImg8bit.jpg,a motorcyclist is riding down the road in front of a mountain
/home/harshabommana/idd20kII/leftImg8bit/train/298/frame1776_leftImg8bit.jpg,a road with a mountain in the background
/home/harshabommana/idd20kII/leftImg8bit/train/298/frame1056_leftImg8bit.jpg,a group of people riding motorcycles on a road
/home/harshabommana/idd20kII/leftImg8bit/train/298/frame0289_leftImg8bit.jpg,a car driving down a road with a mountain in the background
/home/harshabommana/idd20kII/leftImg8bit/train/298/frame0555_leftImg8bit.jpg,a street with cars and a mountain in the background
/home/harshabommana/idd20kII/leftImg8bit/train/298/frame0375_leftImg8bit.jpg,a road with cars and motorcycles on it
/home/harshabommana/idd20kII/leftImg8bit/train/298/frame0139_leftImg8bit.jpg,a man on a motorcycle is driving down the road
/home/harshabommana/idd20kII/leftImg8bit/train/457/frame2099_leftImg8bit.jpg,a view of a road with a train track and a bridge
/home/harshabommana/idd20kII/leftImg8bit/train/457/frame1289_leftImg8bit.jpg,a motorcycle is driving down a rural road
/home/harshabommana/idd20kII/leftImg8bit/train/457/frame3404_leftImg8bit.jpg,a man riding a motorcycle down a rural road
/home/harshabommana/idd20kII/leftImg8bit/train/457/frame0854_leftImg8bit.jpg,a man riding a motorcycle on a rural road
/home/harshabommana/idd20kII/leftImg8bit/train/457/frame4184_leftImg8bit.jpg,a white van driving down a rural road
/home/harshabommana/idd20kII/leftImg8bit/train/457/frame3884_leftImg8bit.jpg,a motorcyclist is riding down a road in the middle of a field
/home/harshabommana/idd20kII/leftImg8bit/train/457/frame1784_leftImg8bit.jpg,"a road with a sign that says ""no entry"""
/home/harshabommana/idd20kII/leftImg8bit/train/457/frame3659_leftImg8bit.jpg,a person riding a motorcycle down a rural road
/home/harshabommana/idd20kII/leftImg8bit/train/457/frame2384_leftImg8bit.jpg,a car driving down a rural road in india
/home/harshabommana/idd20kII/leftImg8bit/train/457/frame0135_leftImg8bit.jpg,a long empty road with people on motorcycles
/home/harshabommana/idd20kII/leftImg8bit/train/457/frame2782_leftImg8bit.jpg,a man riding a motorcycle down a rural road
/home/harshabommana/idd20kII/leftImg8bit/train/457/frame2849_leftImg8bit.jpg,a motorcycle is riding down a country road
/home/harshabommana/idd20kII/leftImg8bit/train/457/frame3179_leftImg8bit.jpg,a long road with a cow standing on the side
/home/harshabommana/idd20kII/leftImg8bit/train/539/0000000_leftImg8bit.jpg,a busy street with people on motorcycles and motorbikes
/home/harshabommana/idd20kII/leftImg8bit/train/539/0008403_leftImg8bit.jpg,a busy street with people on motorcycles and cars
/home/harshabommana/idd20kII/leftImg8bit/train/539/0005162_leftImg8bit.jpg,traffic on the road with a train in the background
/home/harshabommana/idd20kII/leftImg8bit/train/539/0000107_leftImg8bit.jpg,a busy street with many people on motorcycles and cars
/home/harshabommana/idd20kII/leftImg8bit/train/539/0009002_leftImg8bit.jpg,a busy street with people walking and riding motorcycles
/home/harshabommana/idd20kII/leftImg8bit/train/539/0008656_leftImg8bit.jpg,motorcyclists riding down a busy street in india
/home/harshabommana/idd20kII/leftImg8bit/train/539/0005010_leftImg8bit.jpg,traffic jam in delhi
/home/harshabommana/idd20kII/leftImg8bit/train/539/0010181_leftImg8bit.jpg,a man riding a motorcycle down a busy street
/home/harshabommana/idd20kII/leftImg8bit/train/539/0011562_leftImg8bit.jpg,cars parked on the side of a busy street
/home/harshabommana/idd20kII/leftImg8bit/train/539/0008054_leftImg8bit.jpg,traffic jam in mumbai
/home/harshabommana/idd20kII/leftImg8bit/train/539/0003107_leftImg8bit.jpg,traffic on a busy street with a bus and a truck
/home/harshabommana/idd20kII/leftImg8bit/train/539/0000342_leftImg8bit.jpg,a busy street with many vehicles and motorcycles
/home/harshabommana/idd20kII/leftImg8bit/train/539/0011232_leftImg8bit.jpg,a white van is driving down the street with people on motorcycles
/home/harshabommana/idd20kII/leftImg8bit/train/562/frame0010_leftImg8bit.jpg,a dirt road in the middle of nowhere
/home/harshabommana/idd20kII/leftImg8bit/train/562/frame0674_leftImg8bit.jpg,a dirt road with a person walking down it
/home/harshabommana/idd20kII/leftImg8bit/train/563/frame4539_leftImg8bit.jpg,a truck driving down the highway with a large sign
/home/harshabommana/idd20kII/leftImg8bit/train/563/frame4064_leftImg8bit.jpg,a car driving down a highway with a sign
/home/harshabommana/idd20kII/leftImg8bit/train/563/frame1479_leftImg8bit.jpg,a highway with a car driving on it
/home/harshabommana/idd20kII/leftImg8bit/train/563/frame12794_leftImg8bit.jpg,a truck driving down a highway with a large truck in the background
/home/harshabommana/idd20kII/leftImg8bit/train/563/frame4724_leftImg8bit.jpg,"a car driving on a highway with a sign that says ""no entry"""
/home/harshabommana/idd20kII/leftImg8bit/train/563/frame15780_leftImg8bit.jpg,a truck driving down a highway with trees in the background
/home/harshabommana/idd20kII/leftImg8bit/train/563/frame28280_leftImg8bit.jpg,a car driving on a highway with trees in the background
/home/harshabommana/idd20kII/leftImg8bit/train/563/frame34999_leftImg8bit.jpg,a car driving down a highway with trees in the background
/home/harshabommana/idd20kII/leftImg8bit/train/563/frame29203_leftImg8bit.jpg,a car driving on a highway with a sign on the side
/home/harshabommana/idd20kII/leftImg8bit/train/563/frame7024_leftImg8bit.jpg,a truck driving down a highway with a fence on the side
/home/harshabommana/idd20kII/leftImg8bit/train/563/frame20394_leftImg8bit.jpg,a highway with a car driving down it
/home/harshabommana/idd20kII/leftImg8bit/train/563/frame15253_leftImg8bit.jpg,a truck driving on a highway with trees in the background
/home/harshabommana/idd20kII/leftImg8bit/train/563/frame3834_leftImg8bit.jpg,a car driving down a highway with trees in the background
/home/harshabommana/idd20kII/leftImg8bit/train/563/frame30667_leftImg8bit.jpg,two cars driving on a highway with trees in the background
/home/harshabommana/idd20kII/leftImg8bit/train/563/frame7969_leftImg8bit.jpg,a truck driving down a highway with a large truck behind it
/home/harshabommana/idd20kII/leftImg8bit/train/563/frame0949_leftImg8bit.jpg,a truck driving down the highway with no traffic
/home/harshabommana/idd20kII/leftImg8bit/train/563/frame1784_leftImg8bit.jpg,"a highway with a sign that says ""no entry"""
/home/harshabommana/idd20kII/leftImg8bit/train/563/frame6449_leftImg8bit.jpg,a long empty highway with a truck driving down it
/home/harshabommana/idd20kII/leftImg8bit/train/563/frame6139_leftImg8bit.jpg,a truck driving down a highway with a large truck behind it
/home/harshabommana/idd20kII/leftImg8bit/train/563/frame0709_leftImg8bit.jpg,a highway with two trucks driving down it
/home/harshabommana/idd20kII/leftImg8bit/train/563/frame22517_leftImg8bit.jpg,a long empty highway with trees and bushes on either side
/home/harshabommana/idd20kII/leftImg8bit/train/563/frame32376_leftImg8bit.jpg,a truck driving on a highway with a sign on the side
/home/harshabommana/idd20kII/leftImg8bit/train/563/frame8894_leftImg8bit.jpg,two trucks traveling down a highway with a large truck on the side
/home/harshabommana/idd20kII/leftImg8bit/train/563/frame17335_leftImg8bit.jpg,a truck driving down the highway with a large truck behind it
/home/harshabommana/idd20kII/leftImg8bit/train/563/frame4269_leftImg8bit.jpg,a truck driving down a highway with a large truck behind it
/home/harshabommana/idd20kII/leftImg8bit/train/563/frame2044_leftImg8bit.jpg,a long empty highway with trees and bushes on both sides
/home/harshabommana/idd20kII/leftImg8bit/train/563/frame8659_leftImg8bit.jpg,a truck driving down a highway with a large rock wall in the background
/home/harshabommana/idd20kII/leftImg8bit/train/563/frame14721_leftImg8bit.jpg,a truck driving down a highway with trees in the background
/home/harshabommana/idd20kII/leftImg8bit/train/563/frame31135_leftImg8bit.jpg,a truck driving down a highway with a fence on the side
/home/harshabommana/idd20kII/leftImg8bit/train/563/frame33017_leftImg8bit.jpg,a truck driving down the highway with a large truck behind it
/home/harshabommana/idd20kII/leftImg8bit/train/563/frame32758_leftImg8bit.jpg,a car driving on a highway with trees in the background
/home/harshabommana/idd20kII/leftImg8bit/train/563/frame32908_leftImg8bit.jpg,a car driving down a highway with a car behind it
/home/harshabommana/idd20kII/leftImg8bit/train/563/frame16785_leftImg8bit.jpg,a motorcyclist riding on the side of the road
/home/harshabommana/idd20kII/leftImg8bit/train/563/frame9339_leftImg8bit.jpg,two trucks traveling down a highway with a hill in the background
/home/harshabommana/idd20kII/leftImg8bit/train/563/frame1239_leftImg8bit.jpg,a highway with a truck driving down it
/home/harshabommana/idd20kII/leftImg8bit/train/563/frame22130_leftImg8bit.jpg,a car driving on a highway with a clear sky
/home/harshabommana/idd20kII/leftImg8bit/train/563/frame8199_leftImg8bit.jpg,a truck driving down the highway with a car behind it
/home/harshabommana/idd20kII/leftImg8bit/train/563/frame33799_leftImg8bit.jpg,a car driving on a highway with no traffic
/home/harshabommana/idd20kII/leftImg8bit/train/563/frame7694_leftImg8bit.jpg,a long empty highway with trees on either side
/home/harshabommana/idd20kII/leftImg8bit/train/563/frame9614_leftImg8bit.jpg,a truck driving down a highway with two other vehicles
/home/harshabommana/idd20kII/leftImg8bit/train/460/frame47957_leftImg8bit.jpg,a car driving on a highway with a white line on the road
/home/harshabommana/idd20kII/leftImg8bit/train/460/frame17120_leftImg8bit.jpg,a car driving down a highway with billboards on the side
/home/harshabommana/idd20kII/leftImg8bit/train/460/frame88911_leftImg8bit.jpg,a busy street with cars and motorcycles driving down it
/home/harshabommana/idd20kII/leftImg8bit/train/460/frame102533_leftImg8bit.jpg,a motorcyclist rides down a road in front of a building
/home/harshabommana/idd20kII/leftImg8bit/train/460/frame45384_leftImg8bit.jpg,a highway with a road and a traffic sign
/home/harshabommana/idd20kII/leftImg8bit/train/460/frame30357_leftImg8bit.jpg,a long empty road with buildings on both sides
/home/harshabommana/idd20kII/leftImg8bit/train/460/frame12348_leftImg8bit.jpg,a car driving down a highway with billboards on the side
/home/harshabommana/idd20kII/leftImg8bit/train/460/frame58866_leftImg8bit.jpg,a motorcyclist is riding down the road
/home/harshabommana/idd20kII/leftImg8bit/train/460/frame104227_leftImg8bit.jpg,a street with cars and motorcycles on it
/home/harshabommana/idd20kII/leftImg8bit/train/460/frame109467_leftImg8bit.jpg,a highway with cars and trucks on it
/home/harshabommana/idd20kII/leftImg8bit/train/460/frame37339_leftImg8bit.jpg,a car driving on a highway with a bridge in the background
/home/harshabommana/idd20kII/leftImg8bit/train/460/frame73884_leftImg8bit.jpg,a motorcyclist is riding down the road
/home/harshabommana/idd20kII/leftImg8bit/train/460/frame72475_leftImg8bit.jpg,motorcyclists riding down a city street with traffic lights
/home/harshabommana/idd20kII/leftImg8bit/train/460/frame106692_leftImg8bit.jpg,a car is driving down the road near a gas station
/home/harshabommana/idd20kII/leftImg8bit/train/460/frame102683_leftImg8bit.jpg,a red bus driving down a road near a tall building
/home/harshabommana/idd20kII/leftImg8bit/train/460/frame65757_leftImg8bit.jpg,a man on a motorcycle is riding down a road
/home/harshabommana/idd20kII/leftImg8bit/train/460/frame44511_leftImg8bit.jpg,a car driving on a bridge over a highway
/home/harshabommana/idd20kII/leftImg8bit/train/460/frame49893_leftImg8bit.jpg,a truck driving down a road with trees and cars
/home/harshabommana/idd20kII/leftImg8bit/train/460/frame0929_leftImg8bit.jpg,a highway with cars driving on it and billboards on the side
/home/harshabommana/idd20kII/leftImg8bit/train/460/frame67511_leftImg8bit.jpg,a road with cars and motorcycles on it
/home/harshabommana/idd20kII/leftImg8bit/train/460/frame87811_leftImg8bit.jpg,"a busy street with cars, trucks and motorcycles"
/home/harshabommana/idd20kII/leftImg8bit/train/460/frame13597_leftImg8bit.jpg,a car driving on a bridge over a city
/home/harshabommana/idd20kII/leftImg8bit/train/460/frame69166_leftImg8bit.jpg,a car driving down a road with a power pole in the background
/home/harshabommana/idd20kII/leftImg8bit/train/460/frame86084_leftImg8bit.jpg,a street with cars and motorcycles on it
/home/harshabommana/idd20kII/leftImg8bit/train/460/frame19675_leftImg8bit.jpg,a car driving down a highway with a bridge in the background
/home/harshabommana/idd20kII/leftImg8bit/train/460/frame68684_leftImg8bit.jpg,a road with cars driving down it
/home/harshabommana/idd20kII/leftImg8bit/train/460/frame58593_leftImg8bit.jpg,a man riding a motorcycle down a road with traffic
/home/harshabommana/idd20kII/leftImg8bit/train/460/frame84802_leftImg8bit.jpg,a road with a car driving down it
/home/harshabommana/idd20kII/leftImg8bit/train/460/frame39084_leftImg8bit.jpg,a car driving on a highway with a traffic sign
/home/harshabommana/idd20kII/leftImg8bit/train/460/frame81984_leftImg8bit.jpg,a road with a large concrete barrier and a few cars
/home/harshabommana/idd20kII/leftImg8bit/train/460/frame101065_leftImg8bit.jpg,a street in india with a strong crete sign
/home/harshabommana/idd20kII/leftImg8bit/train/460/frame22057_leftImg8bit.jpg,a car driving down a bridge in the city
/home/harshabommana/idd20kII/leftImg8bit/train/460/frame46402_leftImg8bit.jpg,a car driving down a highway with a road on the side
/home/harshabommana/idd20kII/leftImg8bit/train/460/frame51139_leftImg8bit.jpg,a man is walking down the middle of a road
/home/harshabommana/idd20kII/leftImg8bit/train/460/frame88484_leftImg8bit.jpg,a motorcyclist rides down a city street
/home/harshabommana/idd20kII/leftImg8bit/train/460/frame69557_leftImg8bit.jpg,a road with a car driving down it
/home/harshabommana/idd20kII/leftImg8bit/train/460/frame11179_leftImg8bit.jpg,an old car driving down a highway with a city in the background
/home/harshabommana/idd20kII/leftImg8bit/train/460/frame79057_leftImg8bit.jpg,a motorcyclist is riding down the road
/home/harshabommana/idd20kII/leftImg8bit/train/460/frame63548_leftImg8bit.jpg,a car driving down a street with flowers and plants
/home/harshabommana/idd20kII/leftImg8bit/train/460/frame11460_leftImg8bit.jpg,a car driving on a highway with a traffic light
/home/harshabommana/idd20kII/leftImg8bit/train/460/frame110407_leftImg8bit.jpg,a man on a motorcycle is riding down the road
/home/harshabommana/idd20kII/leftImg8bit/train/460/frame56739_leftImg8bit.jpg,a man riding a motorcycle on a road with flowers in the background
/home/harshabommana/idd20kII/leftImg8bit/train/460/frame7793_leftImg8bit.jpg,a car driving down a highway with a road on the side
/home/harshabommana/idd20kII/leftImg8bit/train/460/frame55402_leftImg8bit.jpg,a car driving down a road with a light pole in the background
/home/harshabommana/idd20kII/leftImg8bit/train/460/frame41257_leftImg8bit.jpg,a car driving on a highway with traffic on both sides
/home/harshabommana/idd20kII/leftImg8bit/train/460/frame36293_leftImg8bit.jpg,a view of a bridge with a road on the side
/home/harshabommana/idd20kII/leftImg8bit/train/460/frame7553_leftImg8bit.jpg,a car driving down a highway with a bridge in the background
/home/harshabommana/idd20kII/leftImg8bit/train/460/frame17466_leftImg8bit.jpg,a car driving down a highway with billboards on the side
/home/harshabommana/idd20kII/leftImg8bit/train/460/frame78293_leftImg8bit.jpg,a road with cars driving down it
/home/harshabommana/idd20kII/leftImg8bit/train/460/frame25393_leftImg8bit.jpg,a car driving down a highway with buildings in the background
/home/harshabommana/idd20kII/leftImg8bit/train/460/frame9003_leftImg8bit.jpg,"a highway with a sign that says ""no parking"""
/home/harshabommana/idd20kII/leftImg8bit/train/460/frame48111_leftImg8bit.jpg,a highway with cars driving on it
/home/harshabommana/idd20kII/leftImg8bit/train/460/frame27584_leftImg8bit.jpg,a car driving on a bridge over a city street
/home/harshabommana/idd20kII/leftImg8bit/train/460/frame14757_leftImg8bit.jpg,a car driving down a highway with a light pole in the background
/home/harshabommana/idd20kII/leftImg8bit/train/460/frame10462_leftImg8bit.jpg,a long empty road with cars driving on it
/home/harshabommana/idd20kII/leftImg8bit/train/460/frame54666_leftImg8bit.jpg,a man on a motorcycle is riding down the road
/home/harshabommana/idd20kII/leftImg8bit/train/460/frame15848_leftImg8bit.jpg,a car driving on a highway with a bridge in the background
/home/harshabommana/idd20kII/leftImg8bit/train/460/frame73666_leftImg8bit.jpg,a motorcyclist drives down a road with a small truck
/home/harshabommana/idd20kII/leftImg8bit/train/460/frame31393_leftImg8bit.jpg,a long empty road with cars and motorcycles on it
/home/harshabommana/idd20kII/leftImg8bit/train/460/frame5203_leftImg8bit.jpg,a highway with cars driving on it and a billboard
/home/harshabommana/idd20kII/leftImg8bit/train/460/frame64239_leftImg8bit.jpg,a white car driving down a road with a man sitting on the side
/home/harshabommana/idd20kII/leftImg8bit/train/460/frame84384_leftImg8bit.jpg,a road with a car driving down it
/home/harshabommana/idd20kII/leftImg8bit/train/460/frame97902_leftImg8bit.jpg,a jeep is parked in the dirt next to a building
/home/harshabommana/idd20kII/leftImg8bit/train/460/frame50948_leftImg8bit.jpg,a car driving down a road with trees and grass
/home/harshabommana/idd20kII/leftImg8bit/train/460/frame47202_leftImg8bit.jpg,a highway with cars driving on it
/home/harshabommana/idd20kII/leftImg8bit/train/460/frame23039_leftImg8bit.jpg,a car driving on a highway with a sign
/home/harshabommana/idd20kII/leftImg8bit/train/460/frame83611_leftImg8bit.jpg,a car driving down a road with a sign on it
/home/harshabommana/idd20kII/leftImg8bit/train/460/frame9263_leftImg8bit.jpg,"a highway with a sign that says ""no entry"""
/home/harshabommana/idd20kII/leftImg8bit/train/460/frame6833_leftImg8bit.jpg,a car driving down a highway with a city in the background
/home/harshabommana/idd20kII/leftImg8bit/train/460/frame16893_leftImg8bit.jpg,a car driving down a highway with a sign on the side
/home/harshabommana/idd20kII/leftImg8bit/train/460/frame5883_leftImg8bit.jpg,a car driving on a bridge over a road
/home/harshabommana/idd20kII/leftImg8bit/train/460/frame43920_leftImg8bit.jpg,a car driving on a bridge with a no parking sign
/home/harshabommana/idd20kII/leftImg8bit/train/460/frame35411_leftImg8bit.jpg,a long bridge with a road on the side
/home/harshabommana/idd20kII/leftImg8bit/train/460/frame60839_leftImg8bit.jpg,a busy street with cars and trucks on it
/home/harshabommana/idd20kII/leftImg8bit/train/460/frame44357_leftImg8bit.jpg,a bridge over a road with a sign on it
/home/harshabommana/idd20kII/leftImg8bit/train/460/frame43520_leftImg8bit.jpg,a car driving down a highway with buildings in the background
/home/harshabommana/idd20kII/leftImg8bit/train/460/frame41502_leftImg8bit.jpg,a car driving on a bridge with a city in the background
/home/harshabommana/idd20kII/leftImg8bit/train/460/frame67884_leftImg8bit.jpg,a road with cars driving down it and a few buildings in the background
/home/harshabommana/idd20kII/leftImg8bit/train/460/frame101971_leftImg8bit.jpg,a man on a motorcycle is riding down a dirt road
/home/harshabommana/idd20kII/leftImg8bit/train/460/frame18348_leftImg8bit.jpg,a long empty road with a sign on the side
/home/harshabommana/idd20kII/leftImg8bit/train/460/frame13120_leftImg8bit.jpg,a highway with cars driving on it and a traffic sign
/home/harshabommana/idd20kII/leftImg8bit/train/460/frame71866_leftImg8bit.jpg,a road with cars and trucks driving down it
/home/harshabommana/idd20kII/leftImg8bit/train/460/frame89711_leftImg8bit.jpg,a busy street with cars and motorcycles on it
/home/harshabommana/idd20kII/leftImg8bit/train/460/frame43211_leftImg8bit.jpg,a view of a bridge with cars driving on it
/home/harshabommana/idd20kII/leftImg8bit/train/460/frame6053_leftImg8bit.jpg,a view of a road with cars driving on it
/home/harshabommana/idd20kII/leftImg8bit/train/460/frame95175_leftImg8bit.jpg,a busy street with cars and trucks parked on both sides
/home/harshabommana/idd20kII/leftImg8bit/train/460/frame56475_leftImg8bit.jpg,a truck and a motorcycle on a road with flowers
/home/harshabommana/idd20kII/leftImg8bit/train/460/frame59784_leftImg8bit.jpg,traffic on a busy road with cars and trucks
/home/harshabommana/idd20kII/leftImg8bit/train/460/frame59057_leftImg8bit.jpg,a long empty road with palm trees and traffic lights
/home/harshabommana/idd20kII/leftImg8bit/train/460/frame100001_leftImg8bit.jpg,a man on a motorcycle rides down a dirt road
/home/harshabommana/idd20kII/leftImg8bit/train/460/frame42239_leftImg8bit.jpg,cars driving on a highway with tall buildings in the background
/home/harshabommana/idd20kII/leftImg8bit/train/460/frame45984_leftImg8bit.jpg,a car driving on a highway with traffic
/home/harshabommana/idd20kII/leftImg8bit/train/460/frame111182_leftImg8bit.jpg,a man is driving a motorcycle down a road
/home/harshabommana/idd20kII/leftImg8bit/train/460/frame33102_leftImg8bit.jpg,a car driving on a bridge with power lines in the background
/home/harshabommana/idd20kII/leftImg8bit/train/460/frame9893_leftImg8bit.jpg,a long bridge with cars on it and a road
/home/harshabommana/idd20kII/leftImg8bit/train/460/frame70766_leftImg8bit.jpg,a bus driving down a road with a sign
/home/harshabommana/idd20kII/leftImg8bit/train/460/frame70166_leftImg8bit.jpg,a motorbike is driving down a road near a highway
/home/harshabommana/idd20kII/leftImg8bit/train/460/frame74211_leftImg8bit.jpg,a motorcyclist rides down a road in the middle of a city
/home/harshabommana/idd20kII/leftImg8bit/train/460/frame16684_leftImg8bit.jpg,a long empty road with a bridge over it
/home/harshabommana/idd20kII/leftImg8bit/train/460/frame20484_leftImg8bit.jpg,a car driving down a highway with a billboard on the side
/home/harshabommana/idd20kII/leftImg8bit/train/460/frame81048_leftImg8bit.jpg,a motorcyclist is riding down the road
/home/harshabommana/idd20kII/leftImg8bit/train/460/frame86939_leftImg8bit.jpg,a car driving down a road with a lot of traffic
/home/harshabommana/idd20kII/leftImg8bit/train/460/frame43011_leftImg8bit.jpg,a long bridge with cars driving on it
/home/harshabommana/idd20kII/leftImg8bit/train/460/frame31748_leftImg8bit.jpg,a view of a highway with cars and buildings
/home/harshabommana/idd20kII/leftImg8bit/train/460/frame15502_leftImg8bit.jpg,a car driving down a highway with a bridge in the background
/home/harshabommana/idd20kII/leftImg8bit/train/460/frame91875_leftImg8bit.jpg,a green and white bus driving down a street
/home/harshabommana/idd20kII/leftImg8bit/train/460/frame79502_leftImg8bit.jpg,a truck driving down a road with trees and a light pole
/home/harshabommana/idd20kII/leftImg8bit/train/460/frame79766_leftImg8bit.jpg,a car driving down a road with a sign on it
/home/harshabommana/idd20kII/leftImg8bit/train/460/frame42802_leftImg8bit.jpg,a car driving on a highway with a city in the background
/home/harshabommana/idd20kII/leftImg8bit/train/460/frame8283_leftImg8bit.jpg,a car driving down a highway with buildings in the background
/home/harshabommana/idd20kII/leftImg8bit/train/460/frame59384_leftImg8bit.jpg,a road with a truck driving down it
/home/harshabommana/idd20kII/leftImg8bit/train/460/frame75493_leftImg8bit.jpg,a road with trucks and cars driving down it
/home/harshabommana/idd20kII/leftImg8bit/train/460/frame90939_leftImg8bit.jpg,a busy street with people on motorcycles and trucks
/home/harshabommana/idd20kII/leftImg8bit/train/460/frame49648_leftImg8bit.jpg,a road with cars driving down it and a sign on the side
/home/harshabommana/idd20kII/leftImg8bit/train/460/frame74720_leftImg8bit.jpg,a motorcyclist rides down a road in the middle of the day
/home/harshabommana/idd20kII/leftImg8bit/train/460/frame72193_leftImg8bit.jpg,a truck driving down a road with a few cars and plants
/home/harshabommana/idd20kII/leftImg8bit/train/460/frame57839_leftImg8bit.jpg,a motorcyclist is riding down the road
/home/harshabommana/idd20kII/leftImg8bit/train/460/frame4763_leftImg8bit.jpg,a car driving down a highway with traffic signs
/home/harshabommana/idd20kII/leftImg8bit/train/460/frame78748_leftImg8bit.jpg,a motorcyclist is riding down the road
/home/harshabommana/idd20kII/leftImg8bit/train/460/frame83048_leftImg8bit.jpg,a motorcyclist rides down a road in front of a billboard
/home/harshabommana/idd20kII/leftImg8bit/train/460/frame17820_leftImg8bit.jpg,a long empty road with a sign on the side
/home/harshabommana/idd20kII/leftImg8bit/train/460/frame84066_leftImg8bit.jpg,a van driving down a road with a truck behind it
/home/harshabommana/idd20kII/leftImg8bit/train/460/frame30966_leftImg8bit.jpg,a highway with cars driving on it
/home/harshabommana/idd20kII/leftImg8bit/train/460/frame40857_leftImg8bit.jpg,a view of the highway from the back of a car
/home/harshabommana/idd20kII/leftImg8bit/train/460/frame5033_leftImg8bit.jpg,a car driving down a highway with billboards on the side
/home/harshabommana/idd20kII/leftImg8bit/train/460/frame70993_leftImg8bit.jpg,a red car driving down a road with a sign
/home/harshabommana/idd20kII/leftImg8bit/train/460/frame110908_leftImg8bit.jpg,a man on a motorcycle is riding down the road
/home/harshabommana/idd20kII/leftImg8bit/train/460/frame28548_leftImg8bit.jpg,a highway with cars driving on it and buildings in the background
/home/harshabommana/idd20kII/leftImg8bit/train/460/frame69902_leftImg8bit.jpg,a car driving down a road with a construction site in the background
/home/harshabommana/idd20kII/leftImg8bit/train/460/frame81511_leftImg8bit.jpg,a man on a motorcycle is driving down a road
/home/harshabommana/idd20kII/leftImg8bit/train/460/frame64948_leftImg8bit.jpg,a truck and motorcycle on a road
/home/harshabommana/idd20kII/leftImg8bit/train/460/frame10317_leftImg8bit.jpg,a car driving down a highway with a bridge in the background
/home/harshabommana/idd20kII/leftImg8bit/train/460/frame19984_leftImg8bit.jpg,a red car driving down a highway with tall buildings in the background
/home/harshabommana/idd20kII/leftImg8bit/train/460/frame86639_leftImg8bit.jpg,a street with a few cars and motorcycles parked on it
/home/harshabommana/idd20kII/leftImg8bit/train/460/frame37666_leftImg8bit.jpg,a car driving down a highway with power lines in the background
